,items
32585,127865,561864,937638
32586,145906
32587,391525
32588,468314
32589,1174307
32590,1388246
32591,1353811
32592,368421
32593,1623440
32594,2761821
32595,518200
32596,420842
32597,2686936
32598,2853437
32599,1209909
32600,1808470
32601,131698
32602,1260666
32603,158028
32604,913691
32605,459335
32606,2409928
32607,2023012
32608,1693615
32609,1312996
32610,1021482
32611,1063576
32612,1432370,1711936
32613,1186923
32614,1662825
32615,126335
32616,1250367,1746190
32617,1603811
32618,858304,782555
32619,1163129,810197
32620,126335,174258
32621,125465
32622,541999
32623,1076484
32624,2155094
32625,2642071,2587651
32626,126335
32627,1695279
32628,1661761
32629,139086
32630,137585
32631,1954806
32632,1754771
32633,2673990
32634,1377639
32635,859889
32636,2958376
32637,864299
32638,1689209
32639,156607
32640,2673990
32641,1625102
32642,1992625
32643,1567172
32644,1661761
32645,498082
32646,1776214
32647,1706040
32648,1265357
32649,1480942
32650,1472909
32651,1033454
32652,1000254
32653,1691700
32654,123793
32655,1160869
32656,124553,138431
32657,432268
32658,152662
32659,1378631
32660,132738
32661,141761
32662,227818
32663,126335
32664,749329
32665,2252812,861613
32666,1761515
32667,265806
32668,487852,1408529
32669,1247578
32670,1727972
32671,2389457
32672,154002
32673,698130
32674,694477
32675,254493
32676,1292293
32677,1328587
32678,1142945,304354
32679,174086
32680,286495
32681,921642
32682,1273589
32683,1213752
32684,222318,1852099
32685,286495,1340234
32686,1323006
32687,123793
32688,126335
32689,147594
32690,729362
32691,784545
32692,1453730,2343090
32693,451591
32694,127865
32695,1662825
32696,871172
32697,1453669
32698,1996590
32699,159931
32700,1005880
32701,1149283
32702,126335
32703,963476
32704,123793
32705,174086
32706,185226
32707,2301588
32708,2567610
32709,1574548,1979533
32710,2341911,1203092
32711,1839582
32712,1622747
32713,1509299
32714,1605589
32715,1420770
32716,168610
32717,871172
32718,1530271
32719,142179
32720,1605839
32721,2140050
32722,1675253,2796868
32723,2686855,1391906,1591403
32724,1088129,549751
32725,2280839,222318
32726,657626
32727,1210233
32728,2531493
32729,1769937
32730,1662059
32731,763288
32732,316117
32733,1446293
32734,2004376
32735,172027,1213427
32736,1278211,1164757
32737,2349556,1193060
32738,1316758,363702
32739,756784
32740,136110
32741,199231
32742,146684
32743,523495
32744,714449
32745,1528722
32746,1734206
32747,1213427
32748,1487216
32749,1436642,1425852,1499177
32750,164051
32751,638318
32752,175600
32753,2646149
32754,968649
32755,1373876
32756,179124
32757,203856
32758,191514,1172052
32759,130259
32760,128959
32761,132738
32762,2122305
32763,174086
32764,141688
32765,142179
32766,517998
32767,131533
32768,1123833
32769,698153
32770,258206
32771,1601008
32772,1082379
32773,1390212
32774,550322
32775,1240309
32776,172027
32777,132738
32778,1880626,1072638
32779,1316404
32780,616481
32781,1238932
32782,166006
32783,125424
32784,141300
32785,166006
32786,1154164
32787,174086
32788,1566348
32789,1378631
32790,467817
32791,141300
32792,693185
32793,158794
32794,1257812,1878529
32795,134849
32796,2446725
32797,145906
32798,166633
32799,1805488
32800,177394
32801,1054067
32802,142179
32803,293370
32804,698153
32805,1815839
32806,172027
32807,1223725
32808,152836
32809,197170
32810,123793
32811,475271
32812,2550895
32813,2197525,1347799,400546
32814,213089
32815,1165567
32816,2004696,2703088,1046957
32817,2244325
32818,2044604
32819,126335
32820,1842923
32821,466944
32822,182578
32823,356619
32824,577391
32825,1473668
32826,442500
32827,1429022
32828,137585
32829,2859490
32830,1613579
32831,429191
32832,1064397
32833,1226293
32834,532135,1449570
32835,1238932,550590
32836,146684
32837,2463317
32838,178058
32839,2696735
32840,617013
32841,1711225
32842,333479
32843,1942939
32844,454564
32845,720677
32846,1213427
32847,182578
32848,126335
32849,802815
32850,733561
32851,1292293
32852,424703
32853,162634
32854,158794
32855,1567231
32856,1359622
32857,1881176
32858,503972
32859,376881
32860,1769937
32861,406848
32862,1303995
32863,174086
32864,883661
32865,147594
32866,188052
32867,174391
32868,144931
32869,155381
32870,166633
32871,172027,1805488
32872,865225
32873,145906
32874,2834294
32875,963476
32876,1216038,1082379
32877,1905844
32878,1000270,713790,550590
32879,1112658
32880,267405,1831026,784545
32881,178058,1068027,408994
32882,1294261,1154504
32883,1680432,1462172
32884,619157,2668895
32885,1864792,292441,1519172
32886,1816796
32887,1419083
32888,184374
32889,131533
32890,164051
32891,1501987
32892,149459
32893,2903392
32894,154002
32895,1858651
32896,503972
32897,134393
32898,1883172
32899,1415952
32900,849468
32901,255986
32902,135459
32903,1730006
32904,137585
32905,738492
32906,149739,1337205
32907,1437612,1709498
32908,344877
32909,859889
32910,834620
32911,921642
32912,1015626
32913,166633
32914,141761
32915,1111873
32916,132738
32917,174086
32918,963476
32919,167112
32920,255986
32921,1430716
32922,789767
32923,354557,1482569
32924,569795
32925,129831
32926,904766,706145
32927,497719,579746
32928,162491
32929,141688
32930,1987884
32931,153475
32932,145417
32933,823534
32934,1800440
32935,709832
32936,148089,1419083
32937,1723794
32938,945880
32939,999837
32940,1482652
32941,865225
32942,180843
32943,1973037
32944,126335
32945,183945
32946,293358,1716120
32947,834620
32948,124204
32949,1309537
32950,800975
32951,127865
32952,350977
32953,1904669
32954,1446293
32955,1003076
32956,622041,331370
32957,222318
32958,921642,279547
32959,1308832
32960,1566870,2438408
32961,2722274
32962,668280
32963,1257871
32964,1272718
32965,1465824
32966,2057975
32967,1798127,898283
32968,2707029
32969,2464025
32970,2055795,2233134
32971,2248191,2385914,2241310,2086426,809891
32972,1184628
32973,2708578
32974,1904669
32975,174086
32976,499195
32977,1773356
32978,232383,1001857
32979,152836,287235,169961
32980,1851598
32981,617766
32982,1677685
32983,1516843,1949394
32984,1010328
32985,2111962
32986,1808470,640839
32987,1120148
32988,716777
32989,592539
32990,132738
32991,137585
32992,139086
32993,1442452
32994,2127264
32995,1445376
32996,2281299,2337484
32997,2879483
32998,1041657
32999,1941937
33000,195076
33001,1114441,956997
33002,1309537
33003,918064
33004,309634
33005,166633
33006,152836
33007,499195
33008,439630
33009,1940255
33010,205656
33011,1741645
33012,1291744
33013,145906
33014,1295171
33015,168592
33016,1882156
33017,2218157
33018,2273798,2904350
33019,315655
33020,2113128,2089475
33021,2088124,2360603
33022,2803807
33023,963476
33024,1158313
33025,963476
33026,1009546
33027,183194
33028,2396750
33029,125564
33030,1334728
33031,2079032
33032,1251617
33033,1667586
33034,2120468
33035,2080312,2784137,2612706
33036,1748585
33037,137585
33038,144051
33039,1769937
33040,370717
33041,131117
33042,2201631
33043,130727
33044,615644
33045,306500
33046,131533
33047,450618
33048,1793377
33049,914568
33050,131533
33051,1687082
33052,360837
33053,265806,1064397,508973
33054,581032
33055,350549
33056,1992625
33057,166006
33058,1420770
33059,1238932
33060,134015
33061,1547178
33062,1706040
33063,152836
33064,247125,1325648
33065,1484383
33066,1714731
33067,126335
33068,1992625
33069,838983
33070,254960,1289102
33071,127865
33072,1278211
33073,392822
33074,2340996
33075,1671970
33076,833666
33077,1436642
33078,1015626
33079,1042783
33080,180843
33081,177394
33082,147594,963476
33083,1010328
33084,1126983
33085,154652
33086,130259
33087,1197228
33088,2937389
33089,1225430
33090,693849,2396750
33091,131533
33092,131117
33093,1058632
33094,580060
33095,1076484
33096,1056939
33097,1337205
33098,1687082
33099,132738
33100,733561
33101,127865,1675905
33102,2111962,2282414
33103,925665
33104,693849,1973037
33105,1000270
33106,1170357
33107,1869763
33108,161541
33109,1325648
33110,1692683
33111,144051
33112,1113191
33113,1673120
33114,1788819
33115,2004376
33116,2073013
33117,1031440,342311,603369
33118,141548
33119,1027436
33120,512791
33121,1635675
33122,136110
33123,125465
33124,2245184,2217216
33125,2625439
33126,536347
33127,865585
33128,575727
33129,2252812,1179273,1352656,1817073
33130,755371
33131,1603811
33132,2530612
33133,458919,826672
33134,2492236
33135,353211,2043102
33136,617013
33137,1031440
33138,1328898
33139,1734300
33140,125424
33141,1366101
33142,153475
33143,263981
33144,432116,2269659
33145,174086
33146,137585
33147,555063,655775
33148,883661
33149,1109803
33150,127865
33151,136110
33152,284665,144585
33153,1328587
33154,1197985
33155,1584094
33156,2058499
33157,1806296
33158,2451076,1403766,1663646
33159,130259
33160,640617
33161,1563416
33162,1687082
33163,1340234
33164,429191
33165,1408079
33166,2003299
33167,1695279
33168,1687082
33169,1317747
33170,1730006
33171,646512
33172,1661761
33173,129831
33174,1809964
33175,1360406
33176,936038
33177,2710989,528243
33178,1274956
33179,159931
33180,503972
33181,1695878
33182,1419083,1697200
33183,1292843
33184,140877
33185,1889597
33186,132738
33187,126335
33188,1278211
33189,1676837
33190,2160087
33191,1224275
33192,188485
33193,1141778
33194,1018841
33195,1909065,360595
33196,168592
33197,982932
33198,1352656
33199,2155094
33200,1002863
33201,781825
33202,1133906
33203,1954806
33204,126335
33205,1729232
33206,1987884
33207,917461
33208,1708327
33209,1408079
33210,545632
33211,1255302
33212,1967750
33213,1968677,1154504
33214,317029,1737394
33215,1636171,1342040,703458
33216,670966,858304,1460606,1788074
33217,916639,1893305,1764436
33218,1188641
33219,233953,890500,1090219
33220,522755
33221,276763
33222,124553,416213
33223,1522253,1522253
33224,126335
33225,509406
33226,133584
33227,135750
33228,184374
33229,145906
33230,1714731
33231,146684
33232,1000739
33233,730008
33234,1309537
33235,123373
33236,1729232
33237,1437612
33238,180843
33239,716072
33240,703458
33241,145906
33242,1479136
33243,2752000
33244,134393,961819,614384
33245,765872
33246,1317747
33247,1815068
33248,920927
33249,144714
33250,2328586
33251,314633
33252,1787191,2821045
33253,278104
33254,127865
33255,138431
33256,1361162
33257,126335
33258,128730
33259,2885231,295362
33260,1198944,887454,2476462
33261,481569
33262,156607
33263,428942
33264,241019
33265,124204
33266,125465
33267,1956527
33268,1317747
33269,936038
33270,404235
33271,383302
33272,135459
33273,1247623
33274,301873
33275,2354093,2955585
33276,1210233
33277,2743152
33278,2770385
33279,1092231
33280,1517307
33281,708064
33282,126335
33283,450618
33284,1448326
33285,653200
33286,1009845
33287,480832
33288,1529500
33289,810197
33290,1337205
33291,756784
33292,909221
33293,1028330
33294,1431355
33295,132135
33296,1015626
33297,1177303
33298,1872036
33299,1101822
33300,1445609
33301,1832871
33302,1695878,721403
33303,1225471
33304,182578
33305,1186923
33306,2126196
33307,1072201
33308,2942706
33309,1008562
33310,916639
33311,1247578,1047613
33312,1213427
33313,1241917
33314,945880
33315,2529948
33316,154002
33317,139086
33318,172027
33319,713790
33320,1883531
33321,746366
33322,979046
33323,1397005
33324,126335
33325,1057664
33326,1515339
33327,657626
33328,1842684
33329,851603
33330,1212992
33331,123793
33332,1880626
33333,180843
33334,1359622
33335,2157942
33336,1226293
33337,1212992
33338,1289744
33339,364862
33340,2295738
33341,1557847
33342,1908561
33343,1787191
33344,160346
33345,166633
33346,1454374
33347,143094
33348,1361162
33349,194232
33350,144051
33351,1618682
33352,1090064
33353,233468
33354,138431
33355,1434272
33356,2366148
33357,2160087
33358,154652,126335
33359,932347
33360,1701960
33361,443464
33362,561864
33363,144051
33364,172027
33365,166633
33366,1023159
33367,826125
33368,131533
33369,1754771
33370,1746190
33371,126335
33372,144051
33373,147440
33374,161541
33375,123793,2236896,1678888
33376,154002
33377,158028
33378,1821702
33379,1965279
33380,1023159
33381,1277141
33382,253667
33383,141688
33384,1891250
33385,168592
33386,132738
33387,136860
33388,615009
33389,247125
33390,1886437
33391,532135
33392,132738
33393,129831
33394,714372
33395,854404
33396,178058
33397,1325648
33398,325470
33399,467817
33400,131533
33401,1812370
33402,468020,912273
33403,287475,137585
33404,2494511
33405,172914
33406,172027
33407,174086
33408,155820
33409,176490
33410,1840637
33411,1524526
33412,2960969
33413,123373
33414,832622
33415,2463317
33416,131698,1226293
33417,139086
33418,154002,123793
33419,183194
33420,970500
33421,194182
33422,1697200
33423,146684
33424,130259
33425,144585
33426,1216038
33427,137585
33428,1973664
33429,1179273
33430,165468
33431,1033454,1838755
33432,2850568,2789528
33433,139086
33434,132135
33435,547674
33436,172027
33437,693222
33438,1600223
33439,2131950
33440,152662
33441,442500
33442,183945
33443,126335
33444,131533
33445,123373
33446,1484383
33447,200393
33448,1859039
33449,140321
33450,176025
33451,172027,152836
33452,627759
33453,134393
33454,2280839
33455,326784
33456,2922418
33457,591636,1566870,2927762
33458,123793
33459,132738
33460,129831
33461,986296
33462,154652
33463,164593
33464,159931
33465,195613
33466,925665
33467,129831
33468,1236285
33469,1263613
33470,145906
33471,187164
33472,174086
33473,1378631
33474,376859
33475,1728434
33476,136110
33477,655775
33478,403038
33479,178527
33480,1860491
33481,607186
33482,174086
33483,313821
33484,2450451,965768,2824638
33485,2831689
33486,1337205
33487,1325648
33488,851603
33489,538143,144714
33490,283107
33491,607186
33492,730008
33493,704314,1967775
33494,152662
33495,532135
33496,1715008
33497,1010926
33498,693849
33499,376859
33500,1673120
33501,126335
33502,549867
33503,1647277
33504,961819,134393
33505,1669625
33506,987536
33507,1459957,1459957
33508,1717449
33509,166006
33510,382883
33511,149739
33512,124204
33513,2595752
33514,2579422
33515,1767713
33516,776147
33517,2641483
33518,686614,1686260
33519,326908
33520,2035790
33521,1044125
33522,174086
33523,765473
33524,1175903
33525,443517
33526,957927
33527,145906,172027,147594
33528,178429
33529,1082379
33530,1433766
33531,168610
33532,130259
33533,983905
33534,2231364
33535,497719
33536,1505204
33537,1135348
33538,2155094
33539,1501987
33540,224876
33541,1048184
33542,374312
33543,1880689
33544,820057
33545,1859039
33546,948002
33547,130259
33548,1420770
33549,1000270
33550,1172052,1793377
33551,1229740
33552,134015
33553,2052790,2706431
33554,459535,2861781,2400816
33555,379441
33556,1240309
33557,671761
33558,159931
33559,1050242
33560,1800440
33561,133584
33562,1294852
33563,130259
33564,1665000
33565,126335
33566,670966
33567,2686855,349579
33568,534314,279859
33569,1578743
33570,1710886,265806
33571,126335
33572,254960
33573,851603
33574,1076484
33575,152836
33576,943243
33577,141688
33578,1186923
33579,1581933
33580,200393,152836,131117
33581,1692935
33582,597279
33583,146684
33584,125465
33585,135750
33586,1126889
33587,928312
33588,1750582
33589,1615177,987536
33590,1326545
33591,963476
33592,838207
33593,466603
33594,134393
33595,1325648
33596,1480942
33597,137585
33598,467091
33599,136110
33600,467817
33601,480832
33602,1046153
33603,943243
33604,1851598
33605,174086
33606,1186923
33607,645460
33608,130259
33609,174086
33610,1226293
33611,1730182
33612,152836
33613,162634
33614,181453
33615,389631
33616,1593041
33617,125564
33618,182578
33619,162634
33620,1880294
33621,1992625
33622,1329021
33623,1620318
33624,125424
33625,2920428
33626,1824330
33627,1308013
33628,946530,384731
33629,133584
33630,127081
33631,1817073
33632,1832150
33633,1835307
33634,193361
33635,1048184
33636,168610
33637,1266469
33638,1378631
33639,755371
33640,1413981
33641,614384
33642,374312
33643,242782
33644,864981
33645,164593
33646,858647,757774
33647,1176070
33648,445150,2118799,987569
33649,773361
33650,2518576,1188641
33651,1484078
33652,168592
33653,1434163
33654,1520680
33655,747846
33656,124204
33657,1487216
33658,185800
33659,543189
33660,948174
33661,1099081
33662,148690,496108
33663,284665
33664,125564,1880626
33665,818210
33666,1492185
33667,152836
